Probe_ID,Probe_Chr,Probe_Start,Probe_End,Unique_GencodeV36_Name,Unique_UCSC_RefGene_Name,Unique_UCSC_RefGene_Group,UCSC_RefGene_Name,UCSC_RefGene_Group,CoRSIV_Chr,CoRSIV_Start,CoRSIV_End,CoRSIV_ID,EPIC,HM450,ME_ID,SIV_ID,ESS_ID,CoRSIV2019_ID
cg02535421,chr16,68538438.0,68538440.0,ZFP90,ZFP90,TSS1500,ZFP90,TSS1500,chr16,68538300,68538500,16_68538300_68538500,True,True,,,,16_12612
cg13279705,chr16,68695819.0,68695821.0,CDH3,CDH3,Body,CDH3,Body,chr16,68695600,68695900,16_68695600_68695900,True,False,,,,16_12646
cg04985273,chr16,68695833.0,68695835.0,CDH3,CDH3,Body,CDH3,Body,chr16,68695600,68695900,16_68695600_68695900,True,True,,,,16_12646
cg13914841,chr16,75269558.0,75269560.0,,,Intergenic,,Intergenic,chr16,75269300,75269900,16_75269300_75269900,True,False,,,,16_14077
cg09132178,chr16,78045671.0,78045673.0,AC079414.1;CLEC3A,,Intergenic,,Intergenic,chr16,78045400,78045800,16_78045400_78045800,True,True,,,,16_14509
cg11208376,chr16,78533968.0,78533970.0,AC046158.2;WWOX,WWOX,Body,WWOX;WWOX,Body;Body,chr16,78533700,78534000,16_78533700_78534000,True,False,,,,16_14652
cg00674807,chr16,81220801.0,81220803.0,PKD1L2,PKD1L2,TSS1500,PKD1L2;PKD1L2;PKD1L2,TSS1500;TSS1500;TSS1500,chr16,81220700,81220900,16_81220700_81220900,True,False,,,,16_15201
cg26518727,chr16,81874716.0,81874718.0,PLCG2,PLCG2,Body,PLCG2,Body,chr16,81874700,81875300,16_81874700_81875300,True,True,,,,16_15415
cg03804206,chr16,82158213.0,82158215.0,MPHOSPH6,MPHOSPH6,Body,MPHOSPH6,Body,chr16,82158200,82158400,16_82158200_82158400,True,True,,,,16_15454
cg01733572,chr16,84175480.0,84175482.0,DNAAF1,DNAAF1,Body,DNAAF1,Body,chr16,84175400,84175700,16_84175400_84175700,True,False,,,,16_15934
cg03488202,chr16,84175666.0,84175668.0,DNAAF1,DNAAF1,Body,DNAAF1,Body,chr16,84175400,84175700,16_84175400_84175700,True,False,,,,16_15934
cg06311920,chr16,84566444.0,84566446.0,COTL1,COTL1,3'UTR,COTL1,3'UTR,chr16,84566300,84566500,16_84566300_84566500,True,True,,,,16_16069
cg03941722,chr16,85225505.0,85225507.0,GSE1,,Intergenic,,Intergenic,chr16,85225500,85225700,16_85225500_85225700,True,False,,,,16_16433
cg06994035,chr16,85364030.0,85364032.0,GSE1,,Intergenic,,Intergenic,chr16,85363900,85364200,16_85363900_85364200,True,False,,,,16_16531
cg04477079,chr16,86233595.0,86233597.0,LINC01081,,Intergenic,,Intergenic,chr16,86233400,86233800,16_86233400_86233800,False,True,,,,16_16962
cg21047473,chr16,87216435.0,87216437.0,AC136285.1;AC136285.2;C16orf95,LOC101928708,Body,LOC101928708,Body,chr16,87216300,87216500,16_87216300_87216500,True,False,,,,16_17324
cg09109656,chr16,87216494.0,87216496.0,AC136285.1;C16orf95,,Intergenic,,Intergenic,chr16,87216300,87216500,16_87216300_87216500,True,True,,,,16_17324
cg02157463,chr16,87614575.0,87614577.0,JPH3,JPH3,Body,JPH3,Body,chr16,87614400,87614600,16_87614400_87614600,True,True,,,,16_17591
cg09788978,chr16,88206245.0,88206247.0,,,Intergenic,,Intergenic,chr16,88206100,88206300,16_88206100_88206300,True,True,,,,16_17960
cg06126698,chr16,88469200.0,88469202.0,ZFPM1,ZFPM1,Body,ZFPM1,Body,chr16,88469100,88469300,16_88469100_88469300,True,True,,,,16_18111
cg16283273,chr16,88602325.0,88602327.0,ZC3H18,ZC3H18,Body,ZC3H18;ZC3H18,Body;Body,chr16,88602100,88602400,16_88602100_88602400,True,False,,,,16_18188
cg00796866,chr16,88678113.0,88678115.0,SNAI3;SNAI3-AS1,MGC23284;SNAI3,3'UTR;Body,MGC23284;SNAI3,Body;3'UTR,chr16,88678093,88678293,16_88678113_88678274,True,True,,SIV_chr16_88744522_88744682_SNAI3,,
cg00546448,chr16,88678272.0,88678274.0,SNAI3;SNAI3-AS1,MGC23284;SNAI3,3'UTR;Body,MGC23284;SNAI3,Body;3'UTR,chr16,88678093,88678293,16_88678113_88678274,True,True,,SIV_chr16_88744522_88744682_SNAI3,,
cg06639733,chr16,88791795.0,88791797.0,,,Intergenic,,Intergenic,chr16,88791600,88791800,16_88791600_88791800,True,True,,,,16_18326
cg06490845,chr16,88791906.0,88791908.0,,,Intergenic,,Intergenic,chr16,88791900,88792400,16_88791900_88792400,True,True,,,,16_18327
cg06982885,chr16,88962646.0,88962648.0,CBFA2T3,CBFA2T3,Body,CBFA2T3,Body,chr16,88962500,88962700,16_88962500_88962700,True,True,,,,16_18471
cg06295223,chr16,90077342.0,90077344.0,PRDM7,PRDM7,TSS1500,PRDM7,TSS1500,chr16,90077200,90078500,16_90077200_90078500,True,True,,,,16_19087
cg05270750,chr16,90077379.0,90077381.0,PRDM7,PRDM7,TSS1500,PRDM7,TSS1500,chr16,90077200,90078500,16_90077200_90078500,True,True,,,,16_19087
cg23395887,chr16,90077393.0,90077395.0,PRDM7,PRDM7,TSS1500,PRDM7,TSS1500,chr16,90077200,90078500,16_90077200_90078500,True,False,,,,16_19087
cg04298253,chr16,90077406.0,90077408.0,PRDM7,PRDM7,TSS1500,PRDM7,TSS1500,chr16,90077200,90078500,16_90077200_90078500,True,True,,,,16_19087
cg26458287,chr16,90077443.0,90077445.0,PRDM7,,Intergenic,,Intergenic,chr16,90077200,90078500,16_90077200_90078500,True,True,,,,16_19087
cg16611967,chr16,90077597.0,90077599.0,PRDM7,,Intergenic,,Intergenic,chr16,90077200,90078500,16_90077200_90078500,True,True,,,,16_19087
cg09435890,chr16,90078379.0,90078381.0,PRDM7,,Intergenic,,Intergenic,chr16,90077200,90078500,16_90077200_90078500,True,True,,,,16_19087
cg27464877,chr16,90082274.0,90082276.0,PRDM7,,Intergenic,,Intergenic,chr16,90082200,90082900,16_90082200_90082900,True,True,,,,16_19091
cg06173319,chr16,90082366.0,90082368.0,PRDM7,,Intergenic,,Intergenic,chr16,90082200,90082900,16_90082200_90082900,True,True,,,,16_19091
cg26935333,chr16,90082553.0,90082555.0,PRDM7,,Intergenic,,Intergenic,chr16,90082200,90082900,16_90082200_90082900,True,True,,,,16_19091
cg20797188,chr16,90106322.0,90106324.0,AC133919.1;FAM157C,,Intergenic,,Intergenic,chr16,90106100,90106700,16_90106100_90106700,True,True,,,,16_19098
cg09490556,chr16,90106333.0,90106335.0,AC133919.1;FAM157C,,Intergenic,,Intergenic,chr16,90106100,90106700,16_90106100_90106700,True,True,,,,16_19098
cg04735481,chr16,90106407.0,90106409.0,AC133919.1;FAM157C,,Intergenic,,Intergenic,chr16,90106100,90106700,16_90106100_90106700,True,True,,,,16_19098
cg06336912,chr16,90106610.0,90106612.0,AC133919.1;FAM157C,,Intergenic,,Intergenic,chr16,90106100,90106700,16_90106100_90106700,True,True,,,,16_19098
cg26536949,chr17,207261.0,207263.0,,,Intergenic,,Intergenic,chr17,207200,207700,17_207200_207700,True,True,,SIV_chr17_57053_57121_,ESS_chr17_57053_57121_,17_42
cg05528899,chr17,207328.0,207330.0,,,Intergenic,,Intergenic,chr17,207200,207700,17_207200_207700,True,True,,SIV_chr17_57053_57121_,ESS_chr17_57053_57121_,17_42
cg01668740,chr17,249965.0,249967.0,RPH3AL,RPH3AL,Body,RPH3AL,Body,chr17,249900,250100,17_249900_250100,True,True,,,,17_60
cg17079806,chr17,264269.0,264271.0,RPH3AL,RPH3AL,Body,RPH3AL,Body,chr17,264200,264500,17_264200_264500,True,True,,,,17_66
cg27461422,chr17,264458.0,264460.0,RPH3AL,RPH3AL,Body,RPH3AL,Body,chr17,264200,264500,17_264200_264500,True,True,,,,17_66
cg08770870,chr17,304618.0,304620.0,RPH3AL,RPH3AL,Body,RPH3AL,Body,chr17,304100,304900,17_304100_304900,True,True,,,,17_89
cg11940040,chr17,304628.0,304630.0,RPH3AL,RPH3AL,Body,RPH3AL,Body,chr17,304100,304900,17_304100_304900,True,True,,,,17_89
cg10440639,chr17,304707.0,304709.0,RPH3AL,RPH3AL,Body,RPH3AL,Body,chr17,304100,304900,17_304100_304900,True,True,,,,17_89
cg23246911,chr17,304879.0,304881.0,RPH3AL,RPH3AL,Body,RPH3AL,Body,chr17,304100,304900,17_304100_304900,True,True,,,,17_89
cg03226844,chr17,335310.0,335312.0,RPH3AL,RPH3AL,5'UTR,RPH3AL,5'UTR,chr17,335236,335436,17_335310_335362,False,True,,,ESS_chr17_185102_185153_LOC100506388,
cg02938172,chr17,335360.0,335362.0,RPH3AL,RPH3AL,5'UTR,RPH3AL,5'UTR,chr17,335236,335436,17_335310_335362,True,True,,,ESS_chr17_185102_185153_LOC100506388,
cg03379477,chr17,335435.0,335437.0,RPH3AL,RPH3AL,5'UTR,RPH3AL,5'UTR,chr17,335236,335436,17_335310_335362,True,True,,,ESS_chr17_185102_185153_LOC100506388,
cg23277328,chr17,361690.0,361692.0,RPH3AL,,Intergenic,,Intergenic,chr17,361500,361700,17_361500_361700,True,True,,,,17_135
cg23444004,chr17,363863.0,363865.0,RPH3AL,,Intergenic,,Intergenic,chr17,363809,364009,17_363809_364009,True,True,ME_GB2015_chr17:213601-213800,,,
cg09121569,chr17,363883.0,363885.0,RPH3AL,,Intergenic,,Intergenic,chr17,363809,364009,17_363809_364009,True,True,ME_GB2015_chr17:213601-213800,,,
cg05874523,chr17,363951.0,363953.0,RPH3AL,,Intergenic,,Intergenic,chr17,363809,364009,17_363809_364009,True,True,ME_GB2015_chr17:213601-213800,,,
cg18727120,chr17,502896.0,502898.0,AC015853.2,,Intergenic,,Intergenic,chr17,502800,503700,17_502800_503700,True,False,,,ESS_chr17_406249_406502_,17_171
cg00416177,chr17,502899.0,502901.0,AC015853.2,,Intergenic,,Intergenic,chr17,502800,503700,17_502800_503700,True,False,,,ESS_chr17_406249_406502_,17_171
cg04370829,chr17,503008.0,503010.0,AC015853.2,,Intergenic,,Intergenic,chr17,502800,503700,17_502800_503700,True,True,,,ESS_chr17_406249_406502_,17_171
cg16835101,chr17,503139.0,503141.0,AC015853.2,,Intergenic,,Intergenic,chr17,502800,503700,17_502800_503700,True,True,,,ESS_chr17_406249_406502_,17_171
cg20547929,chr17,503146.0,503148.0,AC015853.2,,Intergenic,,Intergenic,chr17,502800,503700,17_502800_503700,True,False,,,ESS_chr17_406249_406502_,17_171
cg00430613,chr17,503185.0,503187.0,AC015853.2,,Intergenic,,Intergenic,chr17,502800,503700,17_502800_503700,True,True,,,ESS_chr17_406249_406502_,17_171
cg01214346,chr17,503260.0,503262.0,AC015853.2,,Intergenic,,Intergenic,chr17,502800,503700,17_502800_503700,True,True,,,ESS_chr17_406249_406502_,17_171
cg26750659,chr17,749379.0,749381.0,GEMIN4,GEMIN4,Body,GEMIN4,Body,chr17,749200,749400,17_749200_749400,True,False,,,,17_269
cg00487753,chr17,791152.0,791154.0,AC087392.4;MRM3,RNMTL1,Body,RNMTL1,Body,chr17,790900,791400,17_790900_791400,True,False,,,,17_284
cg20945055,chr17,933233.0,933235.0,NXN,NXN,Body,NXN,Body,chr17,933200,933400,17_933200_933400,True,True,,,,17_362
cg16838972,chr17,1438712.0,1438714.0,CRK,CRK,Body,CRK;CRK,Body;Body,chr17,1438600,1439200,17_1438600_1439200,True,False,,,,17_630
cg23484609,chr17,1934293.0,1934295.0,,,Intergenic,,Intergenic,chr17,1934200,1934400,17_1934200_1934400,True,True,,,,17_877
cg00066828,chr17,1934317.0,1934319.0,,,Intergenic,,Intergenic,chr17,1934200,1934400,17_1934200_1934400,True,True,,,,17_877
cg08961558,chr17,1934353.0,1934355.0,,,Intergenic,,Intergenic,chr17,1934200,1934400,17_1934200_1934400,True,True,,,,17_877
cg01105847,chr17,2366487.0,2366489.0,SGSM2,SGSM2,Body,SGSM2;SGSM2,Body;Body,chr17,2366400,2366600,17_2366400_2366600,True,False,,,,17_1069
cg20539116,chr17,2433752.0,2433754.0,METTL16,METTL16,Body,METTL16,Body,chr17,2433600,2433800,17_2433600_2433800,True,False,,,,17_1117
cg19078123,chr17,3014063.0,3014065.0,RAP1GAP2,RAP1GAP2,Body,RAP1GAP2;RAP1GAP2,Body;Body,chr17,3014000,3014200,17_3014000_3014200,True,True,,,,17_1370
cg03274539,chr17,3014076.0,3014078.0,RAP1GAP2,RAP1GAP2,Body,RAP1GAP2;RAP1GAP2,Body;Body,chr17,3014000,3014200,17_3014000_3014200,True,True,,,,17_1370
cg16807273,chr17,3014133.0,3014135.0,RAP1GAP2,RAP1GAP2,Body,RAP1GAP2;RAP1GAP2,Body;Body,chr17,3014000,3014200,17_3014000_3014200,True,True,,,,17_1370
cg13807553,chr17,3073840.0,3073842.0,,,Intergenic,,Intergenic,chr17,3073700,3074100,17_3073700_3074100,True,False,,,,17_1385
cg21297586,chr17,3073860.0,3073862.0,,,Intergenic,,Intergenic,chr17,3073700,3074100,17_3073700_3074100,True,False,,,,17_1385
cg04613945,chr17,3176799.0,3176801.0,AC090282.1,,Intergenic,,Intergenic,chr17,3176400,3177000,17_3176400_3177000,True,True,,,,17_1388
cg24135491,chr17,4583803.0,4583805.0,SMTNL2,SMTNL2,TSS1500;TSS200,SMTNL2;SMTNL2,TSS200;TSS1500,chr17,4583717,4583917,17_4583803_4583831,True,True,,,ESS_chr17_4487099_4487126_SMTNL2,
cg18102738,chr17,4583813.0,4583815.0,SMTNL2,SMTNL2,TSS1500;TSS200,SMTNL2;SMTNL2,TSS200;TSS1500,chr17,4583717,4583917,17_4583803_4583831,True,True,,,ESS_chr17_4487099_4487126_SMTNL2,
cg05992628,chr17,4583821.0,4583823.0,SMTNL2,SMTNL2,TSS1500;TSS200,SMTNL2;SMTNL2,TSS200;TSS1500,chr17,4583717,4583917,17_4583803_4583831,True,True,,,ESS_chr17_4487099_4487126_SMTNL2,
cg13375589,chr17,4583829.0,4583831.0,SMTNL2,SMTNL2,TSS1500;TSS200,SMTNL2;SMTNL2,TSS200;TSS1500,chr17,4583717,4583917,17_4583803_4583831,True,True,,,ESS_chr17_4487099_4487126_SMTNL2,
cg22654677,chr17,4709154.0,4709156.0,ARRB2,ARRB2,TSS1500,ARRB2;ARRB2,TSS1500;TSS1500,chr17,4708700,4709600,17_4708700_4709600,True,True,,,,17_1862
cg10553748,chr17,4901378.0,4901380.0,C17orf107;CHRNE,C17orf107;CHRNE,3'UTR;Body,CHRNE;C17orf107,Body;3'UTR,chr17,4901361,4901561,17_4901378_4901544,True,True,,,ESS_chr17_4804674_4804839_CHRNE,
cg09495303,chr17,4901542.0,4901544.0,C17orf107;CHRNE,C17orf107;CHRNE,3'UTR;Body,CHRNE;C17orf107,Body;3'UTR,chr17,4901361,4901561,17_4901378_4901544,True,True,,,ESS_chr17_4804674_4804839_CHRNE,
cg21926094,chr17,5115688.0,5115690.0,USP6;ZNF232,ZNF232,5'UTR,ZNF232,5'UTR,chr17,5115641,5116741,17_5115688_5116695,True,True,,SIV_chr17_5018984_5019990_USP6,,
cg18831899,chr17,5115760.0,5115762.0,USP6;ZNF232,ZNF232,5'UTR,ZNF232,5'UTR,chr17,5115641,5116741,17_5115688_5116695,True,True,,SIV_chr17_5018984_5019990_USP6,,
cg09151754,chr17,5116014.0,5116016.0,USP6;ZNF232,ZNF232,5'UTR,ZNF232,5'UTR,chr17,5115641,5116741,17_5115688_5116695,True,True,,SIV_chr17_5018984_5019990_USP6,,
cg05918002,chr17,5116156.0,5116158.0,USP6;ZNF232,ZNF232,5'UTR,ZNF232,5'UTR,chr17,5115641,5116741,17_5115688_5116695,True,True,,SIV_chr17_5018984_5019990_USP6,,
cg06675248,chr17,5116315.0,5116317.0,USP6;ZNF232,USP6;ZNF232,TSS200;5'UTR,ZNF232;USP6,5'UTR;TSS200,chr17,5115641,5116741,17_5115688_5116695,True,False,,SIV_chr17_5018984_5019990_USP6,,
cg27362525,chr17,5116342.0,5116344.0,USP6;ZNF232,ZNF232,5'UTR,ZNF232,5'UTR,chr17,5115641,5116741,17_5115688_5116695,True,True,,SIV_chr17_5018984_5019990_USP6,,
cg01120173,chr17,5116373.0,5116375.0,USP6;ZNF232,ZNF232,5'UTR,ZNF232,5'UTR,chr17,5115641,5116741,17_5115688_5116695,True,True,,SIV_chr17_5018984_5019990_USP6,,
cg05364567,chr17,5116465.0,5116467.0,USP6;ZNF232,ZNF232,5'UTR,ZNF232,5'UTR,chr17,5115641,5116741,17_5115688_5116695,True,True,,SIV_chr17_5018984_5019990_USP6,,
cg07670516,chr17,5116544.0,5116546.0,USP6;ZNF232,ZNF232,5'UTR,ZNF232,5'UTR,chr17,5115641,5116741,17_5115688_5116695,True,True,,SIV_chr17_5018984_5019990_USP6,,
cg03995300,chr17,5116693.0,5116695.0,USP6;ZNF232,ZNF232,5'UTR,ZNF232,5'UTR,chr17,5115641,5116741,17_5115688_5116695,True,True,,SIV_chr17_5018984_5019990_USP6,,
cg24587835,chr17,5770913.0,5770915.0,AC007846.1,LOC339166,TSS1500,LOC339166,TSS1500,chr17,5770700,5771600,17_5770700_5771600,True,False,,,,17_2158
cg14057352,chr17,5771537.0,5771539.0,AC007846.1;AC007846.2,,Intergenic,,Intergenic,chr17,5770700,5771600,17_5770700_5771600,True,True,,,,17_2158
cg14089110,chr17,7115307.0,7115309.0,ASGR2,ASGR2,TSS1500,ASGR2;ASGR2;ASGR2;ASGR2,TSS1500;TSS1500;TSS1500;TSS1500,chr17,7115300,7115500,17_7115300_7115500,True,True,,,,17_2551
cg21657568,chr17,7362146.0,7362148.0,,,Intergenic,,Intergenic,chr17,7362100,7362400,17_7362100_7362400,True,False,,,,17_2667
cg00668151,chr17,8046287.0,8046289.0,ALOX15B,ALOX15B,Body,ALOX15B;ALOX15B;ALOX15B,Body;Body;Body,chr17,8046000,8046300,17_8046000_8046300,True,False,,,,17_2926
cg12882968,chr17,8254065.0,8254067.0,PFAS,PFAS,Body;ExonBnd,PFAS;PFAS,ExonBnd;Body,chr17,8253900,8254200,17_8253900_8254200,True,False,,,,17_3045
cg00429726,chr17,8994549.0,8994551.0,,,Intergenic,,Intergenic,chr17,8994100,8994600,17_8994100_8994600,True,False,,,,17_3222
cg14853053,chr17,9465477.0,9465479.0,AC087501.1;AC087501.2;STX8,STX8,Body,STX8;STX8,Body;Body,chr17,9465400,9465800,17_9465400_9465800,True,False,,,,17_3367
cg12091339,chr17,9917981.0,9917983.0,GAS7,GAS7,Body,GAS7;GAS7;GAS7;GAS7,Body;Body;Body;Body,chr17,9917800,9918200,17_9917800_9918200,True,True,,,,17_3465
cg05165825,chr17,9918175.0,9918177.0,GAS7,GAS7,Body,GAS7;GAS7;GAS7;GAS7,Body;Body;Body;Body,chr17,9917800,9918200,17_9917800_9918200,False,True,,,,17_3465
cg11802299,chr17,13019521.0,13019523.0,ELAC2,ELAC2,TSS1500,ELAC2;ELAC2;ELAC2,TSS1500;TSS1500;TSS1500,chr17,13019500,13019800,17_13019500_13019800,True,True,,,,17_4040
cg15170603,chr17,16426294.0,16426296.0,AC093484.1;TRPV2,TRPV2,Body,TRPV2,Body,chr17,16426200,16426600,17_16426200_16426600,True,False,,,,17_4596
cg26800237,chr17,16690111.0,16690113.0,AC098850.3;CCDC144A,CCDC144A,TSS1500,CCDC144A,TSS1500,chr17,16690100,16690900,17_16690100_16690900,True,True,,,,17_4655
cg07570663,chr17,16690202.0,16690204.0,AC098850.3;CCDC144A,CCDC144A,TSS200,CCDC144A,TSS200,chr17,16690100,16690900,17_16690100_16690900,True,True,,,,17_4655
cg25349314,chr17,16690217.0,16690219.0,AC098850.3;CCDC144A,CCDC144A,TSS200,CCDC144A;CCDC144A,TSS200;TSS200,chr17,16690100,16690900,17_16690100_16690900,True,False,,,,17_4655
cg04306489,chr17,16690267.0,16690269.0,AC098850.3;CCDC144A,CCDC144A,TSS200,CCDC144A,TSS200,chr17,16690100,16690900,17_16690100_16690900,True,True,,,,17_4655
cg14078639,chr17,16690274.0,16690276.0,AC098850.3;CCDC144A,CCDC144A,TSS200,CCDC144A,TSS200,chr17,16690100,16690900,17_16690100_16690900,True,True,,,,17_4655
cg03049249,chr17,16690286.0,16690288.0,AC098850.3;CCDC144A,CCDC144A,TSS200,CCDC144A,TSS200,chr17,16690100,16690900,17_16690100_16690900,True,True,,,,17_4655
cg04316233,chr17,16690298.0,16690300.0,AC098850.3;CCDC144A;RNU6-405P,CCDC144A,TSS200,CCDC144A,TSS200,chr17,16690100,16690900,17_16690100_16690900,True,True,,,,17_4655
cg02879122,chr17,16690570.0,16690572.0,AC098850.3;CCDC144A;RNU6-405P,CCDC144A,1stExon,CCDC144A,1stExon,chr17,16690100,16690900,17_16690100_16690900,True,True,,,,17_4655
cg20189467,chr17,16745931.0,16745933.0,AC098850.3;CCDC144A;UPF3AP1,CCDC144A,Body,CCDC144A,Body,chr17,16745886,16746086,17_16745886_16746086,True,True,ME_GB2015_chr17:16649201-16649400,,,
cg14829048,chr17,16874389.0,16874391.0,,,Intergenic,,Intergenic,chr17,16874200,16874400,17_16874200_16874400,True,False,,,,17_4689
cg11568728,chr17,16997704.0,16997706.0,,,Intergenic,,Intergenic,chr17,16997500,16997900,17_16997500_16997900,True,False,,,,17_4715
cg18045405,chr17,18103232.0,18103234.0,DRG2,DRG2,Body,DRG2,Body,chr17,18103200,18103400,17_18103200_18103400,True,False,,,,17_5219
cg20036516,chr17,18103235.0,18103237.0,DRG2,DRG2,Body,DRG2,Body,chr17,18103200,18103400,17_18103200_18103400,True,False,,,,17_5219
cg04398451,chr17,18120656.0,18120658.0,MYO15A,MYO15A,Body,MYO15A,Body,chr17,18120400,18121400,17_18120400_18121400,True,True,,,,17_5226
cg20670488,chr17,18121321.0,18121323.0,MYO15A,MYO15A,Body,MYO15A,Body,chr17,18120400,18121400,17_18120400_18121400,True,True,,,,17_5226
cg11630242,chr17,19978318.0,19978320.0,AKAP10,AKAP10,TSS1500,AKAP10,TSS1500,chr17,19978200,19978800,17_19978200_19978800,True,True,,,,17_5613
cg15386366,chr17,19978406.0,19978408.0,AKAP10,AKAP10,TSS1500,AKAP10,TSS1500,chr17,19978200,19978800,17_19978200_19978800,True,False,,,,17_5613
cg22741014,chr17,19978417.0,19978419.0,AKAP10,AKAP10,TSS1500,AKAP10,TSS1500,chr17,19978200,19978800,17_19978200_19978800,True,False,,,,17_5613
cg26515501,chr17,19978433.0,19978435.0,AKAP10,AKAP10,TSS1500,AKAP10,TSS1500,chr17,19978200,19978800,17_19978200_19978800,True,False,,,,17_5613
cg25907965,chr17,19978602.0,19978604.0,AKAP10,AKAP10,TSS1500,AKAP10,TSS1500,chr17,19978200,19978800,17_19978200_19978800,True,True,,,,17_5613
cg12065943,chr17,19978611.0,19978613.0,AKAP10,AKAP10,TSS1500,AKAP10,TSS1500,chr17,19978200,19978800,17_19978200_19978800,True,True,,,,17_5613
cg26942963,chr17,19978729.0,19978731.0,AKAP10,AKAP10,TSS1500,AKAP10,TSS1500,chr17,19978200,19978800,17_19978200_19978800,True,False,,,,17_5613
cg05870631,chr17,20547152.0,20547154.0,AC015818.8;TBC1D3P3,,Intergenic,,Intergenic,chr17,20547100,20547300,17_20547100_20547300,True,True,,,,17_5722
cg12051203,chr17,20547170.0,20547172.0,AC015818.8;TBC1D3P3,,Intergenic,,Intergenic,chr17,20547100,20547300,17_20547100_20547300,True,True,,,,17_5722
cg18251984,chr17,20895848.0,20895850.0,CCDC144NL;CCDC144NL-AS1;RNU6-1178P,CCDC144NL,1stExon,CCDC144NL,1stExon,chr17,20895700,20896800,17_20895700_20896800,True,True,,SIV_chr17_20799511_20799533_CCDC144NL,ESS_chr17_20799511_20799533_CCDC144NL,17_5775
cg08458692,chr17,20896094.0,20896096.0,CCDC144NL;CCDC144NL-AS1;RNU6-1178P,CCDC144NL,1stExon;5'UTR,CCDC144NL;CCDC144NL,1stExon;5'UTR,chr17,20895700,20896800,17_20895700_20896800,True,True,,SIV_chr17_20799511_20799533_CCDC144NL,ESS_chr17_20799511_20799533_CCDC144NL,17_5775
cg14560110,chr17,20896156.0,20896158.0,CCDC144NL;CCDC144NL-AS1,CCDC144NL,TSS200,CCDC144NL,TSS200,chr17,20895700,20896800,17_20895700_20896800,True,True,,SIV_chr17_20799511_20799533_CCDC144NL,ESS_chr17_20799511_20799533_CCDC144NL,17_5775
cg22516161,chr17,20896177.0,20896179.0,CCDC144NL;CCDC144NL-AS1,CCDC144NL,TSS200,CCDC144NL,TSS200,chr17,20895700,20896800,17_20895700_20896800,True,True,,SIV_chr17_20799511_20799533_CCDC144NL,ESS_chr17_20799511_20799533_CCDC144NL,17_5775
cg08288433,chr17,20896197.0,20896199.0,CCDC144NL;CCDC144NL-AS1,CCDC144NL,TSS200,CCDC144NL,TSS200,chr17,20895700,20896800,17_20895700_20896800,True,True,,SIV_chr17_20799511_20799533_CCDC144NL,ESS_chr17_20799511_20799533_CCDC144NL,17_5775
cg06809326,chr17,20896212.0,20896214.0,CCDC144NL;CCDC144NL-AS1,CCDC144NL,TSS200,CCDC144NL,TSS200,chr17,20895700,20896800,17_20895700_20896800,True,True,,SIV_chr17_20799511_20799533_CCDC144NL,ESS_chr17_20799511_20799533_CCDC144NL,17_5775
cg22570042,chr17,20896218.0,20896220.0,CCDC144NL;CCDC144NL-AS1,CCDC144NL,TSS200,CCDC144NL,TSS200,chr17,20895700,20896800,17_20895700_20896800,True,True,,SIV_chr17_20799511_20799533_CCDC144NL,ESS_chr17_20799511_20799533_CCDC144NL,17_5775
cg21980100,chr17,20896330.0,20896332.0,CCDC144NL;CCDC144NL-AS1,CCDC144NL,TSS200,CCDC144NL,TSS200,chr17,20895700,20896800,17_20895700_20896800,False,True,,SIV_chr17_20799511_20799533_CCDC144NL,ESS_chr17_20799511_20799533_CCDC144NL,17_5775
cg25893857,chr17,20896362.0,20896364.0,CCDC144NL;CCDC144NL-AS1,CCDC144NL,TSS1500,CCDC144NL,TSS1500,chr17,20895700,20896800,17_20895700_20896800,True,True,,SIV_chr17_20799511_20799533_CCDC144NL,ESS_chr17_20799511_20799533_CCDC144NL,17_5775
cg11633473,chr17,20896400.0,20896402.0,CCDC144NL;CCDC144NL-AS1,CCDC144NL,TSS1500,CCDC144NL,TSS1500,chr17,20895700,20896800,17_20895700_20896800,True,True,,SIV_chr17_20799511_20799533_CCDC144NL,ESS_chr17_20799511_20799533_CCDC144NL,17_5775
cg22282896,chr17,20896455.0,20896457.0,CCDC144NL;CCDC144NL-AS1,CCDC144NL,TSS1500,CCDC144NL,TSS1500,chr17,20895700,20896800,17_20895700_20896800,True,True,,SIV_chr17_20799511_20799533_CCDC144NL,ESS_chr17_20799511_20799533_CCDC144NL,17_5775
cg26496521,chr17,20896664.0,20896666.0,CCDC144NL;CCDC144NL-AS1,CCDC144NL;CCDC144NL-AS1,TSS1500;Body,CCDC144NL;CCDC144NL-AS1,TSS1500;Body,chr17,20895700,20896800,17_20895700_20896800,True,False,,SIV_chr17_20799511_20799533_CCDC144NL,ESS_chr17_20799511_20799533_CCDC144NL,17_5775
cg25795258,chr17,21086006.0,21086008.0,LINC01563,,Intergenic,,Intergenic,chr17,21085900,21086100,17_21085900_21086100,True,True,,,,17_5830
cg05785424,chr17,21323096.0,21323098.0,,,Intergenic,,Intergenic,chr17,21323065,21323465,17_21323096_21323435,True,True,,SIV_chr17_21226409_21226747_,ESS_chr17_21226409_21226747_,
cg13567725,chr17,21323122.0,21323124.0,,,Intergenic,,Intergenic,chr17,21323065,21323465,17_21323096_21323435,True,True,,SIV_chr17_21226409_21226747_,ESS_chr17_21226409_21226747_,
